,Acquired Immunodeficiency Syndrome,Neoplasms,Cardiomegaly,Stomach Neoplasms,Multiple Sclerosis,Glioma,"Cardiomyopathy, Dilated",Hepacivirus,Spinocerebellar Ataxias,Alzheimer Disease,"Myositis, Inclusion Body",Ovarian Neoplasms,Melanoma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Esophageal Squamous Cell Carcinoma,"Thyroid Cancer, Papillary",Osteosarcoma,Retinoblastoma,"Carcinoma, Hepatocellular",Colorectal Neoplasms,Lung Neoplasms,Breast Neoplasms,Aging,Uterine Cervical Neoplasms,Esophageal Neoplasms,Parotid Neoplasms,Tongue Neoplasms,Depression,Huntington Disease,Mental Disorders,Schizophrenia,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Prostatic Neoplasms,Adenocarcinoma of Lung,"Leukemia, Myeloid, Acute",Gallbladder Neoplasms,Colonic Neoplasms,Small Cell Lung Carcinoma,Pancreatic Neoplasms,Hematologic Neoplasms,Atherosclerosis,Periodontitis,"Aortic Aneurysm, Abdominal",Precursor Cell Lymphoblastic Leukemia-Lymphoma,Aortic Aneurysm,"Carcinoma, Basal Cell",Cardiovascular Diseases,Coronary Artery Disease,Coronary Disease,Diabetes Mellitus,Endometriosis,Intracranial Aneurysm,Frailty,Glaucoma,Leukemia,Myocardial Infarction,Nasopharyngeal Carcinoma,Neurofibromatoses,Peripheral Arterial Disease,"Neurofibroma, Plexiform",Stroke,"Diabetes Mellitus, Type 2",Thyroid Neoplasms,Hypertension,Primary Myelofibrosis,"Leukemia, Lymphocytic, Chronic, B-Cell",Medulloblastoma,Bone Diseases,"Osteoporosis, Postmenopausal",Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Mood Disorders,Autism Spectrum Disorder,"Leukemia, Lymphoid",Lymphoma,"Carcinoma, Embryonal",Autoimmune Diseases,Kidney Neoplasms,Head and Neck Neoplasms,Liver Cirrhosis,Osteoarthritis ,"Lymphoma, Mantle-Cell",Adrenocortical Carcinoma,Beckwith-Wiedemann Syndrome,Hydatidiform Mole,Choriocarcinoma,Congenital Hyperinsulinism,"Neoplasms, Germ Cell and Embryonal",Gestational Trophoblastic Disease,Glioblastoma,Hyperhomocysteinemia,Infertility,Liver Neoplasms,Marek Disease,Meningioma,Neural Tube Defects,Neuroblastoma,Obesity,Pheochromocytoma,Pituitary Neoplasms,Prader-Willi Syndrome,Pre-Eclampsia,Silver-Russell Syndrome,Trophoblastic Neoplasms,Wilms Tumor,Diabetic Cardiomyopathies,"Colitis, Ulcerative",Pneumoconiosis,"Heart Defects, Congenital",Parkinson Disease,Adenocarcinoma,Gastrointestinal Neoplasms,"Arthritis, Rheumatoid",Gastrointestinal Stromal Tumors ,Asthenozoospermia,Squamous Cell Carcinoma of Head and Neck,"Diabetes Mellitus, Type 1",Uterine Neoplasms,Multiple Myeloma,Hemangioma,"Carcinoma, Ovarian Epithelial",Pulmonary Arterial Hypertension,Amyotrophic Lateral Sclerosis,"Vitreoretinopathy, Proliferative",Congenital Microtia,HIV,Diabetic Retinopathy,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Substance-Related Disorders,Myelodysplastic Syndromes,"Purpura, Thrombocytopenic",Metabolic Syndrome,Myopia,"Leukemia, Myeloid",Down Syndrome,Psoriasis,Burkitt Lymphoma,Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Asthma,"Leukemia, Promyelocytic, Acute ","Lymphoma, B-Cell ",Rhabdomyosarcoma,"Anemia, Aplastic ",Dyskeratosis Congenita,"Renal Insufficiency, Chronic",Hepatoblastoma,"Carcinoma, Squamous Cell",Urinary Bladder,Klinefelter Syndrome,"Glomerulonephritis, Membranous"
PCA3,0.5436685,0.8833176,0.05167004,0.8448965,0.06595224,0.7368865,0.54572034,0.54571843,0.37994418,0.33811897,0.05099121,0.27735662,0.55890137,0.7250906,0.3944977,0.20298871,0.058706746,0.22713497,0.052073807,0.67043257,0.83232605,0.09673256,0.935236,0.05886975,0.06998444,0.057724036,0.05362332,0.05362332,0.05168901,0.13526976,0.05143359,0.5803958,0.056689844,0.0851015,0.9270599,0.6246475,0.07440314,0.0640229,0.0559933,0.07084318,0.051313125,0.10399807,0.051467206,0.0494416,0.04980069,0.049717244,0.049818423,0.049851824,0.049818717,0.04988973,0.049638618,0.04971338,0.052130654,0.049645267,0.05058953,0.04978959,0.04978885,0.05418585,0.050482742,0.068792135,0.049716126,0.04971826,0.04972259,0.050895777,0.5560264,0.05336908,0.05266729,0.051269524,0.054465625,0.04972191,0.05003962,0.05003962,0.07006814,0.0645936,0.052374315,0.051699817,0.051700182,0.049786497,0.25469828,0.049640257,0.06730156,0.07670273,0.05528692,0.05244264,0.055410672,0.052761983,0.04961878,0.04966487,0.049600393,0.04961206,0.049620885,0.049598414,0.04959976,0.06438797,0.049625434,0.049637187,0.052764054,0.049622282,0.05046656,0.049588952,0.09207072,0.049603943,0.04960779,0.05533423,0.049592763,0.0516912,0.049597137,0.049599115,0.052219547,0.050335947,0.04962093,0.049622007,0.04963721,0.050659567,0.061205935,0.051117912,0.05042138,0.050479125,0.050574213,0.050359063,0.052229885,0.04972519,0.054003254,0.04978299,0.05104244,0.049803235,0.049998768,0.049850855,0.05004555,0.050629277,0.04973331,0.052065253,0.055447403,0.05222267,0.051589984,0.051764276,0.051592946,0.051592946,0.051699873,0.3324883,0.051581867,0.051580522,0.051580805,0.051596615,0.051582072,0.05153075,0.05159892,0.05159703,0.052399036,0.050045498,0.05082172,0.052569833,0.052572273,0.0540503,0.054049112,0.05193316,0.052036118
PCAT1,0.11229412,0.9783211,0.08930093,0.9742771,0.122464254,0.966413,0.06454066,0.06433335,0.06608036,0.46502134,0.07201667,0.9468576,0.8069952,0.96397007,0.9772166,0.9612427,0.07105465,0.92942214,0.09865521,0.9804729,0.9754057,0.91037804,0.98175085,0.11533584,0.7879807,0.17532514,0.115281396,0.11528141,0.09089187,0.4373272,0.08742784,0.3522011,0.16829711,0.39442846,0.980204,0.9371877,0.411295,0.42110577,0.31587154,0.8242924,0.088006176,0.42126763,0.08745825,0.06547132,0.06844427,0.06777305,0.068621285,0.068326294,0.06869991,0.068671994,0.06748205,0.06778438,0.10076884,0.06739759,0.0684437,0.0684624,0.06843955,0.11605608,0.06842239,0.80746764,0.06757961,0.067866534,0.06756019,0.08246424,0.16046934,0.11490879,0.070047915,0.08758995,0.11126737,0.0683219,0.058879565,0.058879565,0.2836302,0.20544234,0.06826064,0.090417475,0.09041956,0.06805956,0.091906995,0.067445524,0.0736724,0.34981596,0.08313095,0.105326585,0.14793718,0.08296067,0.06730633,0.067761645,0.0671215,0.06724229,0.06734364,0.06710469,0.06711505,0.7369437,0.06738901,0.06749983,0.106875174,0.06734979,0.07679578,0.06700948,0.6616526,0.067126095,0.067200914,0.14584394,0.06704884,0.09330537,0.067051314,0.067107975,0.07831341,0.075033285,0.06733633,0.067346975,0.06750245,0.07914564,0.10153406,0.08361211,0.076244816,0.076923765,0.07790232,0.07558218,0.065915,0.068145774,0.12500389,0.06875829,0.084254384,0.068942145,0.07111096,0.069427505,0.07166453,0.07018791,0.06829332,0.098452345,0.14724019,0.100805216,0.091738954,0.09418356,0.07282318,0.07282318,0.07010251,0.07188002,0.088809095,0.08879577,0.08879819,0.088981465,0.0888084,0.08822569,0.08900508,0.088983096,0.080197446,0.07163782,0.058933303,0.08429987,0.084300034,0.108414195,0.10840057,0.088323206,0.089464106
PDZRN3-AS1,0.551664,0.885094,0.051434282,0.8246933,0.22739455,0.71434236,0.54156846,0.54194796,0.11163114,0.25856146,0.05143015,0.22785607,0.32919985,0.682441,0.3800755,0.1828756,0.15834337,0.13342713,0.05156208,0.44636178,0.5810063,0.089522265,0.9063326,0.056796674,0.06705688,0.05653967,0.0529297,0.0529297,0.0513117,0.124576956,0.05112598,0.5762071,0.055656433,0.07998563,0.9172896,0.6126292,0.07118036,0.07787071,0.055010896,0.06784193,0.050887976,0.0962421,0.051052436,0.049207278,0.04952913,0.049450316,0.04953754,0.04959623,0.049542245,0.049639776,0.049384166,0.04943657,0.05161129,0.049380694,0.050898083,0.04951237,0.049512323,0.05346267,0.050005358,0.06611085,0.04944016,0.049446046,0.049445484,0.050521284,0.5552252,0.05271074,0.052292798,0.050851088,0.05330594,0.049464885,0.051379804,0.051379804,0.06764272,0.061549112,0.052328173,0.05135785,0.051357746,0.049516354,0.5160405,0.0493893,0.060073465,0.07321102,0.05311947,0.051887557,0.05451002,0.05171327,0.049372755,0.049413487,0.04935628,0.049366757,0.049374577,0.04935447,0.049355716,0.062286243,0.04937866,0.049389333,0.052176356,0.0493759,0.050133593,0.049345918,0.08612489,0.049358234,0.049362876,0.05444294,0.049349308,0.05121084,0.049352232,0.04935511,0.05058743,0.049989514,0.049374655,0.04937565,0.04938935,0.050305028,0.06330012,0.050764564,0.05011256,0.050163563,0.05025471,0.05005576,0.050271858,0.04943456,0.05326779,0.04948628,0.050653934,0.049503677,0.049680773,0.049545836,0.049724147,0.049866468,0.04944733,0.051554117,0.054539755,0.051693406,0.051133912,0.05128788,0.05075842,0.05075842,0.05046237,0.48254922,0.05113834,0.051135246,0.051136155,0.05114959,0.051140632,0.051090088,0.051152013,0.051152084,0.082218364,0.04976329,0.050112028,0.052095246,0.05209829,0.052988987,0.052987892,0.051426597,0.05152001
PINK1-AS,0.5522611,0.60481346,0.051518764,0.82641923,0.08672314,0.7161249,0.54864925,0.5486151,0.26714933,0.31415522,0.052023273,0.2337011,0.5563878,0.7009678,0.38281706,0.18450357,0.53702563,0.26406735,0.051599696,0.5580228,0.80640197,0.09057387,0.9045999,0.065243304,0.06735609,0.05662965,0.05319242,0.05319242,0.05149433,0.1277082,0.051358815,0.5765402,0.0559203,0.0804199,0.91808826,0.61321306,0.07568411,0.11574833,0.05511553,0.06818893,0.05093236,0.09684199,0.05108931,0.04923205,0.049592894,0.049509916,0.049608346,0.04965807,0.049604677,0.04969245,0.04941008,0.049500037,0.051649578,0.0494185,0.051123574,0.049578525,0.04957916,0.053543366,0.050376162,0.06632326,0.04951937,0.04950652,0.049529787,0.05054873,0.55522037,0.052758623,0.05260771,0.05088206,0.054336786,0.049484614,0.05371309,0.05371309,0.068731494,0.062078264,0.055118877,0.051717155,0.051717784,0.049582742,0.29584807,0.049411923,0.063219324,0.074033424,0.056816928,0.051945042,0.054578003,0.052999478,0.04939101,0.049432717,0.04937432,0.04938491,0.049392972,0.04937253,0.04937372,0.063084416,0.0493971,0.04940767,0.052227482,0.0493942,0.05016121,0.04936399,0.08660478,0.04937741,0.04938108,0.054508604,0.04936747,0.05128982,0.049372148,0.04937317,0.052595086,0.05002877,0.04939297,0.049393926,0.049407657,0.05033568,0.06002239,0.051472235,0.050419245,0.05045605,0.0506356,0.05034698,0.05293115,0.049587473,0.05332126,0.049645223,0.05071184,0.049660444,0.04983433,0.04970279,0.04987489,0.050898954,0.049578063,0.05159147,0.054605924,0.051732022,0.05116791,0.05132303,0.05155324,0.05155324,0.05285099,0.5067422,0.05117132,0.051168118,0.051169086,0.051182617,0.051174078,0.051122565,0.051185038,0.0511852,0.06383994,0.049862023,0.049997978,0.053481616,0.05348744,0.053966675,0.05396562,0.05167259,0.051770736
PSORS1C3,0.5464763,0.84911394,0.05137307,0.8325538,0.054671485,0.7228682,0.54819036,0.54823285,0.46856427,0.66480774,0.052324615,0.31538916,0.56419617,0.6972974,0.3843137,0.1903973,0.05880958,0.22173157,0.051763102,0.4306333,0.6482682,0.09250346,0.7573324,0.062163696,0.06816454,0.05700243,0.053373143,0.053373143,0.05155482,0.12865864,0.051309407,0.5778364,0.05608114,0.08187917,0.921202,0.61767644,0.07202993,0.062855095,0.055445343,0.069085054,0.051056016,0.09902794,0.051197037,0.04935848,0.04983129,0.04972827,0.049852885,0.049966212,0.049835272,0.050002795,0.049538866,0.04974587,0.05181434,0.049615767,0.052214444,0.049807437,0.049812324,0.054643113,0.05138676,0.06713305,0.04977482,0.04973065,0.049806476,0.05067014,0.55517554,0.052968256,0.055942208,0.05101569,0.12466502,0.049582608,0.05014078,0.05014078,0.07031705,0.06524233,0.059081115,0.051698618,0.051700126,0.049807694,0.057732806,0.049523924,0.09048101,0.0742423,0.056288574,0.05209975,0.054870084,0.053334974,0.04947449,0.049525708,0.04945709,0.049468312,0.049477465,0.04945544,0.049456466,0.063693166,0.049481686,0.04949167,0.052421317,0.04947802,0.05028068,0.049447007,0.08841846,0.04947146,0.049464706,0.05479258,0.04945085,0.051446095,0.04949174,0.049455944,0.066495895,0.050199352,0.049476743,0.04947766,0.049491372,0.050455093,0.05913594,0.05094274,0.05024753,0.050300486,0.050396644,0.050187495,0.054937493,0.04963122,0.05355494,0.04968429,0.050809313,0.04969456,0.04987383,0.049738552,0.049916428,0.05077885,0.049634207,0.051754903,0.054892126,0.051901344,0.05131339,0.05147522,0.05109697,0.05109697,0.051748198,0.5492436,0.05130499,0.05130382,0.051304083,0.051318843,0.05130511,0.051257443,0.051320974,0.051319137,0.052414004,0.04991519,0.051242735,0.05164416,0.051645923,0.054157145,0.054156028,0.051790506,0.051880784
PTENP1,0.11522695,0.97820866,0.09135591,0.9741101,0.12743936,0.9662708,0.06536455,0.06514749,0.06699924,0.4647766,0.07324104,0.46738148,0.7609511,0.96381545,0.9770354,0.60273546,0.07146625,0.9239454,0.10104991,0.98034644,0.97524345,0.9111066,0.98163533,0.11838211,0.33209318,0.17978102,0.11833933,0.11833933,0.09299933,0.4374681,0.08938186,0.3546253,0.16820338,0.3950826,0.98007333,0.9374381,0.3470933,0.25452384,0.1589936,0.354126,0.0900518,0.42067245,0.08943214,0.066359654,0.06947772,0.0687736,0.06966409,0.06935225,0.06974604,0.069714695,0.06847335,0.068785146,0.10319322,0.06838081,0.06947813,0.0694972,0.06947326,0.11906506,0.06943603,0.59453094,0.06857074,0.06887169,0.06855043,0.08415332,0.16472416,0.11790747,0.07116777,0.08948631,0.11411855,0.06936181,0.059427984,0.059427984,0.28756648,0.20995304,0.06930216,0.09250421,0.092506416,0.069076516,0.09409723,0.0684429,0.07498308,0.35237733,0.0847964,0.10794693,0.15184902,0.084642485,0.06829683,0.06877497,0.06810368,0.068230465,0.068336315,0.06808581,0.068096936,0.3638453,0.06838392,0.06850057,0.10959861,0.068343036,0.078236364,0.06798596,0.39361224,0.06810795,0.068186365,0.14977857,0.06802709,0.09481106,0.068028934,0.06808955,0.078460485,0.07639068,0.06832901,0.068340056,0.068503305,0.08071031,0.10392479,0.08539763,0.07771467,0.07842721,0.07944812,0.07702217,0.06513023,0.069160774,0.12839618,0.069802314,0.08602382,0.06999502,0.07226838,0.07050222,0.07284933,0.071273275,0.06931823,0.10083363,0.15113957,0.103287734,0.09384744,0.09639515,0.07340322,0.07340322,0.07118946,0.073078066,0.09084276,0.09082862,0.09083115,0.09102263,0.09084205,0.090233445,0.0910469,0.09102433,0.08181433,0.07278364,0.059799068,0.08588232,0.08588243,0.11115346,0.111139335,0.09025561,0.09144535
PVT1,0.37561792,0.9847128,0.80736387,0.98383427,0.7612925,0.9817891,0.17406203,0.17243613,0.1838234,0.4841292,0.22655569,0.98192215,0.46792248,0.9819132,0.9844084,0.48196608,0.2145558,0.9628327,0.35196227,0.98523533,0.9840994,0.4788955,0.9855615,0.37806582,0.9636804,0.9297091,0.37782812,0.37782812,0.32113102,0.47842932,0.30874017,0.47110382,0.42249867,0.47417402,0.98516977,0.97839785,0.46868497,0.45569497,0.42146188,0.46555024,0.31299376,0.97635734,0.80087817,0.18159811,0.20576489,0.20050599,0.20710957,0.20473242,0.20774242,0.20735858,0.19737762,0.2004961,0.36291453,0.1969039,0.20585665,0.20590077,0.2057332,0.37966284,0.20534614,0.46399575,0.19881643,0.20124722,0.19867533,0.2944098,0.924639,0.8808088,0.21741015,0.31825212,0.36823797,0.20282157,0.12747218,0.12747218,0.45618287,0.43666458,0.19981349,0.31965598,0.3196629,0.20261471,0.823108,0.19627933,0.23817676,0.9682784,0.29547527,0.37978885,0.4172421,0.29509112,0.19524294,0.19883423,0.19379579,0.19475745,0.19565815,0.19369273,0.19374257,0.45335642,0.1960097,0.19675978,0.3660367,0.1956251,0.26212832,0.19295445,0.75920856,0.19400233,0.1944719,0.41528612,0.19328816,0.3301031,0.19318096,0.19369273,0.26173556,0.25187737,0.19552632,0.19560058,0.19680254,0.27520597,0.3511368,0.29156426,0.25499436,0.25888765,0.26418343,0.25122774,0.17162617,0.20455247,0.8933427,0.20932935,0.30298877,0.2108001,0.22698326,0.21445471,0.23094563,0.21942191,0.20540647,0.35115093,0.41599077,0.35706753,0.33127844,0.3390515,0.22889882,0.22889882,0.21583736,0.22741987,0.80564654,0.8056184,0.8056273,0.8062464,0.80564404,0.8036251,0.8063604,0.8062523,0.28128353,0.22565171,0.11934081,0.2960614,0.29606134,0.368239,0.36821318,0.31016338,0.31427345
RMST,0.5527876,0.42153338,0.060183987,0.8303324,0.54133797,0.7193662,0.2087124,0.23873487,0.05066019,0.47419906,0.051008243,0.395211,0.070456155,0.70902777,0.39478126,0.18693665,0.056869093,0.1499835,0.051589824,0.610957,0.8457185,0.09041686,0.94367015,0.058406867,0.06741145,0.056647114,0.053091027,0.053091027,0.05150128,0.13163775,0.051409826,0.57676154,0.055669177,0.0807095,0.9204153,0.61180896,0.07100664,0.34794217,0.05507958,0.068165615,0.050907116,0.19073534,0.052199133,0.04920884,0.04948954,0.04942137,0.049497023,0.04950723,0.049505025,0.049545396,0.049386878,0.049417324,0.05164646,0.049379937,0.049848367,0.04948039,0.049480148,0.05301944,0.04971447,0.066422604,0.049405076,0.04942519,0.049409665,0.050533287,0.5553076,0.05275169,0.05034973,0.050870467,0.052784886,0.049469754,0.081730545,0.08173056,0.06732363,0.060198117,0.04970209,0.051386625,0.05138631,0.04944378,0.5501992,0.04939201,0.05175246,0.086440675,0.051354945,0.051919263,0.054570653,0.050872203,0.04937758,0.04941834,0.049360972,0.049371514,0.049379386,0.049359176,0.049360402,0.062436,0.049383506,0.049394246,0.0522087,0.049380712,0.050141312,0.04935056,0.08695864,0.049362548,0.04936763,0.054505557,0.049353957,0.05123088,0.04935537,0.0493598,0.050251726,0.04999609,0.04937944,0.049380478,0.049394276,0.05031883,0.057285935,0.050691634,0.050088678,0.05014147,0.050222877,0.050033227,0.049091216,0.049428567,0.053314537,0.049480323,0.050662465,0.04949615,0.049674284,0.049537636,0.0497185,0.049750697,0.049444314,0.0515819,0.054604642,0.05172278,0.05115592,0.051312078,0.04999181,0.04999181,0.05017878,0.055956066,0.051375095,0.05134724,0.05136009,0.051361144,0.051412635,0.051284645,0.05137217,0.05139628,0.54993737,0.04975016,0.048603155,0.05144487,0.051445525,0.052960567,0.052959476,0.051096056,0.051181912
SNHG11,0.5520212,0.43065625,0.051348712,0.82997555,0.06856544,0.7197826,0.4549976,0.47584563,0.060146827,0.2978595,0.05071158,0.70841086,0.50682724,0.6906165,0.3819177,0.18754008,0.05035816,0.11093395,0.051668964,0.4276048,0.3798672,0.090920895,0.92419386,0.061335757,0.06765569,0.056792345,0.053049278,0.053049278,0.051349293,0.1261582,0.051101364,0.5771468,0.055805188,0.08109466,0.9199861,0.49298126,0.07130804,0.061900318,0.05521126,0.06846988,0.050975878,0.09785068,0.051118128,0.04925763,0.049543448,0.049475916,0.049555063,0.049560912,0.04956088,0.049594305,0.049439218,0.049474996,0.051720913,0.04943814,0.049953863,0.049536318,0.04953574,0.053235017,0.049723774,0.06668481,0.04946478,0.04947968,0.049468715,0.05059096,0.55525583,0.052849274,0.0510308,0.05093336,0.053114098,0.049517777,0.049341884,0.049341884,0.0678457,0.061338723,0.050624162,0.051317893,0.051318333,0.049502462,0.26406997,0.0494412,0.053668432,0.073518276,0.05210043,0.051994618,0.054696437,0.051225014,0.049423344,0.049465433,0.04940646,0.04941719,0.049425267,0.049404614,0.049405873,0.06269396,0.049429443,0.049440313,0.05229949,0.049426563,0.050199453,0.04939589,0.08739902,0.04940985,0.049413264,0.054630674,0.04939938,0.051307093,0.049402185,0.04940527,0.051132683,0.050060585,0.04942529,0.049426313,0.049440335,0.050378233,0.056337535,0.050745066,0.050141033,0.05019488,0.050276205,0.050085068,0.049424123,0.049480967,0.05342257,0.049533438,0.050716862,0.049548496,0.0497287,0.049591266,0.049773376,0.049929332,0.04949479,0.05166096,0.05473012,0.051804442,0.051227517,0.051386677,0.050048124,0.050048124,0.05067852,0.17464873,0.0512209,0.05121957,0.051219877,0.051234283,0.051221214,0.05117402,0.051236372,0.051234793,0.0522604,0.049787454,0.048750643,0.051828254,0.051830128,0.053005688,0.05300461,0.051139176,0.05122446
SNHG16,0.082546666,0.9678315,0.07035564,0.9657554,0.086771354,0.94969404,0.057102196,0.056989413,0.05792382,0.44977915,0.061264016,0.75465643,0.2103423,0.9452978,0.9711804,0.4394836,0.059855655,0.8027537,0.07428613,0.97671485,0.9677061,0.5856188,0.97884977,0.08323507,0.53501695,0.115284555,0.08321126,0.08321126,0.070826426,0.3940874,0.06906849,0.26302287,0.10692117,0.3074844,0.9762733,0.83554024,0.24403408,0.15974398,0.102586105,0.22328795,0.06905701,0.5779237,0.069379926,0.057717428,0.05922351,0.0588704,0.059314918,0.059180107,0.05935657,0.059366047,0.05876676,0.058881562,0.0750066,0.05872495,0.05921833,0.059231386,0.05921953,0.08369074,0.059236284,0.20802578,0.058770373,0.058920503,0.058761332,0.06635577,0.10670968,0.08277456,0.060164716,0.06883173,0.08167186,0.05922457,0.054013435,0.054013435,0.19450532,0.13629125,0.05919878,0.070577696,0.07057876,0.059019327,0.07147457,0.058751423,0.061763123,0.34325874,0.06670208,0.07721053,0.098957725,0.06661982,0.058674563,0.05892274,0.058575246,0.058639128,0.058691017,0.058565564,0.05857181,0.16728552,0.05871535,0.05877666,0.078538805,0.058696095,0.06366723,0.05851455,0.8109143,0.05859368,0.05861675,0.0980327,0.05853529,0.07133572,0.058544576,0.05856819,0.06378064,0.06263792,0.058688894,0.058694575,0.058777463,0.06473463,0.07639356,0.06709905,0.063263394,0.06361353,0.06412315,0.06291533,0.056800533,0.059028525,0.08775494,0.059347566,0.067246795,0.059444014,0.06056545,0.059699528,0.06084972,0.060122956,0.059114225,0.07420913,0.09897405,0.075338975,0.07093571,0.072126,0.06235838,0.06235838,0.060138978,0.0609955,0.070094585,0.07008751,0.07008873,0.07018591,0.070094235,0.06978548,0.07019828,0.07018675,0.06529459,0.060896717,0.053800173,0.067162424,0.067162424,0.079535805,0.07952892,0.06944524,0.07002195
SNHG3,0.43108553,0.76867354,0.05132066,0.8322151,0.057993457,0.72218776,0.5142824,0.51787615,0.088498995,0.28324702,0.050416578,0.2370986,0.53786206,0.703408,0.3840009,0.18965876,0.051791374,0.11897572,0.051722776,0.4429349,0.6122872,0.09172522,0.88175976,0.05749788,0.067962326,0.056913216,0.053104322,0.053104322,0.05135899,0.12715392,0.051119413,0.57745385,0.055916406,0.081614435,0.92112315,0.6172893,0.07169089,0.06149404,0.05531512,0.06877621,0.05102011,0.098621815,0.051158037,0.049276963,0.04957113,0.049504336,0.0495858,0.04959144,0.049589954,0.049623817,0.04946079,0.049503572,0.051775612,0.049457002,0.049933538,0.04956643,0.049565066,0.05337441,0.049864482,0.06696226,0.04949614,0.04950803,0.049496315,0.050631482,0.5534588,0.05291791,0.050698057,0.05097824,0.053413387,0.04954442,0.049689647,0.049689647,0.06789054,0.061134923,0.050968364,0.05133896,0.051339265,0.049548715,0.073417135,0.049466025,0.05787821,0.07387827,0.05233425,0.052055392,0.054790735,0.051425233,0.049448974,0.04949133,0.049431898,0.049442753,0.04945086,0.049430046,0.049431313,0.06291409,0.049455084,0.049466122,0.052360587,0.04945222,0.05023386,0.04942118,0.088013746,0.04943407,0.049438737,0.054723628,0.04942468,0.051356938,0.049427934,0.04943069,0.051371545,0.050093826,0.049450938,0.049451955,0.04946615,0.050415378,0.056000307,0.0507962,0.05017856,0.050232917,0.050316196,0.050121766,0.0504166,0.049513873,0.05349883,0.04956719,0.050757155,0.04958338,0.04976532,0.04962647,0.0498102,0.049949896,0.049527653,0.051714625,0.054824673,0.05185997,0.051275637,0.05143682,0.050424162,0.050424162,0.05039044,0.13636577,0.051265817,0.05126478,0.051265005,0.051279645,0.05126586,0.051218826,0.051281787,0.051279854,0.051354222,0.04981843,0.049687035,0.051260095,0.05126094,0.052839298,0.05283831,0.051270463,0.05135836
SNHG4,0.5525572,0.8476083,0.053666964,0.8215879,0.071131304,0.7110147,0.54792666,0.54808974,0.445572,0.7358328,0.078055814,0.7050517,0.45065886,0.6975496,0.37774295,0.18001306,0.05681385,0.17019826,0.051488683,0.4255242,0.5164989,0.088859335,0.9062804,0.07207747,0.06682258,0.05642629,0.0534774,0.0534774,0.0527945,0.13051055,0.052987915,0.5755778,0.05546397,0.07923215,0.915705,0.6103175,0.0713821,0.3482858,0.05488282,0.06746501,0.050818067,0.0969989,0.051514756,0.04929261,0.052011948,0.051150516,0.05166441,0.05380278,0.051666792,0.054546062,0.049487323,0.05063935,0.051531106,0.049714804,0.06293544,0.051279396,0.05139698,0.06275023,0.10803704,0.065708846,0.051236294,0.050747562,0.051642455,0.050810948,0.55506766,0.052607555,0.39029765,0.05097245,0.10217781,0.049431387,0.056486674,0.05648667,0.093377486,0.086377785,0.06531177,0.05306633,0.053073674,0.05150577,0.5485957,0.049404413,0.11396762,0.4114357,0.081346646,0.051869784,0.054381397,0.06639769,0.049335286,0.049382508,0.049318187,0.049328644,0.04933794,0.049316756,0.049317542,0.061971225,0.04934197,0.049350783,0.052084617,0.049338248,0.050171025,0.049309056,0.08600657,0.049337983,0.04932578,0.054304704,0.049312953,0.051146034,0.04932925,0.049317285,0.052513976,0.05005893,0.049337413,0.049337808,0.049350593,0.05024785,0.095512934,0.050758023,0.05007663,0.05012557,0.05022264,0.050019372,0.051357526,0.049753513,0.05314841,0.049818084,0.051173568,0.04988092,0.050055582,0.049957592,0.050080482,0.057452716,0.0496791,0.051484548,0.054430448,0.051610887,0.05111761,0.05124093,0.051844,0.051844,0.06513611,0.5099491,0.051160406,0.051144067,0.051149245,0.051158406,0.05117771,0.051096924,0.05116266,0.05117403,0.16961536,0.04984014,0.051412735,0.05412178,0.054128505,0.05929789,0.059295855,0.05154534,0.05163535
